"unitid","institution name","year","HD2023.Postsecondary and Title IV institution indicator","HD2023.FIPS state code","HD2023.Sector of institution","HD2023.Institutional category","DRVEF122023.Total 12-month unduplicated headcount","DRVC2023.Bachelor's degree","DRVC2023.Master's degree","DRVC2023.Number of students receiving a Bachelor's degree","DRVC2023.Number of students receiving a Master's degree"
"204501","Oberlin College","2023","Title IV postsecondary institution","Ohio","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","4026","683","0","683","0"
"204617","Ohio Dominican University","2023","Title IV postsecondary institution","Ohio","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1567","206","155","206","155"
"205027","Pontifical College Josephinum","2023","Title IV postsecondary institution","Ohio","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","168","9","5","9","3"
"205957","Franciscan University of Steubenville","2023","Title IV postsecondary institution","Ohio","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","4424","481","260","481","260"
"206491","Wilberforce University","2023","Title IV postsecondary institution","Ohio","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","606","59","5","59","5"
"206507","Wilmington College","2023","Title IV postsecondary institution","Ohio","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1128","267","6","267","6"
"206525","Wittenberg University","2023","Title IV postsecondary institution","Ohio","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1384","249","18","248","18"
"207157","Randall University","2023","Title IV postsecondary institution","Oklahoma","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","330","49","3","49","3"
"207324","Oklahoma Christian University","2023","Title IV postsecondary institution","Oklahoma","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","3295","340","267","340","267"
"207403","Oklahoma Baptist University","2023","Title IV postsecondary institution","Oklahoma","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1500","302","32","302","32"
"207856","Southwestern Christian University","2023","Title IV postsecondary institution","Oklahoma","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","449","60","9","60","9"
"209065","Linfield University","2023","Title IV postsecondary institution","Oregon","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2018","534","26","530","26"
"209409","Bushnell University","2023","Title IV postsecondary institution","Oregon","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","836","129","73","129","73"
"209603","Pacific Northwest College of Art","2023","Title IV postsecondary institution","Oregon","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","517","80","55","80","52"
"209922","Reed College","2023","Title IV postsecondary institution","Oregon","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1594","309","0","309","0"
"210492","Bryn Athyn College of the New Church","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","310","54","0","54","0"
"210571","Albright College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1777","250","20","228","20"
"211291","Bucknell University","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","3877","867","10","867","10"
"211893","Curtis Institute of Music","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","152","27","5","27","5"
"212009","Dickinson College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2206","371","3","371","3"
"212656","Geneva College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1344","282","52","274","52"
"212674","Gettysburg College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","3174","573","75","573","75"
"213251","Juniata College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1358","294","20","294","20"
"213303","Keystone College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1974","194","30","194","30"
"213987","Mercyhurst University","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","3434","489","204","489","204"
"214148","Moore College of Art and Design","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","381","75","12","75","12"
"214166","Mount Aloysius College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","3021","137","17","137","17"
"214175","Muhlenberg College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2087","529","13","529","13"
"214883","Peirce College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1279","191","50","191","50"
"214971","Pennsylvania Academy of the Fine Arts","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","182","29","26","29","26"
"215114","Cairn University-Langhorne","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1724","161","102","158","102"
"215691","Rosemont College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","935","106","92","99","74"
"216047","Saint Charles Borromeo Seminary-Overbrook","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","206","8","30","8","30"
"216278","Susquehanna University","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2935","575","5","534","5"
"216357","Thiel College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","993","179","15","136","15"
"216542","University of Valley Forge","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","694","64","35","63","35"
"216667","Washington & Jefferson College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1179","219","1","219","1"
"216807","Westminster College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1232","184","23","183","23"
"217013","Wilson College","2023","Title IV postsecondary institution","Pennsylvania","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2169","169","123","169","123"
"217165","Bryant University","2023","Title IV postsecondary institution","Rhode Island","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","3861","782","219","776","219"
"217402","Providence College","2023","Title IV postsecondary institution","Rhode Island","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","5035","990","254","957","254"
"217493","Rhode Island School of Design","2023","Title IV postsecondary institution","Rhode Island","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2706","533","274","533","274"
"217518","Roger Williams University","2023","Title IV postsecondary institution","Rhode Island","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","5007","922","143","902","140"
"217606","Northpoint Bible College","2023","Title IV postsecondary institution","Massachusetts","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","267","23","8","23","8"
"217721","Benedict College","2023","Title IV postsecondary institution","South Carolina","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2176","331","23","331","23"
"217873","Claflin University","2023","Title IV postsecondary institution","South Carolina","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2097","334","30","334","30"
"217934","Columbia College","2023","Title IV postsecondary institution","South Carolina","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2138","225","234","221","234"
"218070","Furman University","2023","Title IV postsecondary institution","South Carolina","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2523","509","60","509","60"
"218238","Limestone University","2023","Title IV postsecondary institution","South Carolina","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2053","358","97","358","97"
"218414","Newberry College","2023","Title IV postsecondary institution","South Carolina","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1414","204","7","204","7"
"218919","Voorhees University","2023","Title IV postsecondary institution","South Carolina","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","533","70","8","70","8"
"219091","Dakota Wesleyan University","2023","Title IV postsecondary institution","South Dakota","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","994","149","68","142","68"
"219718","Bethel University","2023","Title IV postsecondary institution","Tennessee","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","6234","793","203","793","203"
"219833","Christian Brothers University","2023","Title IV postsecondary institution","Tennessee","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2493","292","377","291","377"
"219949","Cumberland University","2023","Title IV postsecondary institution","Tennessee","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2894","313","144","313","144"
"220181","Fisk University","2023","Title IV postsecondary institution","Tennessee","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1096","129","2","129","2"
"220206","Welch College","2023","Title IV postsecondary institution","Tennessee","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","426","47","17","47","17"
"220710","Maryville College","2023","Title IV postsecondary institution","Tennessee","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1167","175","3","175","3"
"221351","Rhodes College","2023","Title IV postsecondary institution","Tennessee","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2131","477","12","469","12"
"221731","Tennessee Wesleyan University","2023","Title IV postsecondary institution","Tennessee","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1200","275","57","272","57"
"221953","Tusculum University","2023","Title IV postsecondary institution","Tennessee","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1379","238","124","232","124"
"222877","Arlington Baptist University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","239","20","0","20","0"
"222983","Austin College","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1208","285","15","285","15"
"223117","Baptist Missionary Association Theological Seminary","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","143","3","16","3","16"
"224244","Dallas Christian College","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","268","31","0","31","0"
"224527","East Texas Baptist University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1932","263","66","263","66"
"225201","Hallmark University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1212","153","64","153","64"
"225548","Howard Payne University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","942","117","33","117","33"
"225575","Huston-Tillotson University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1614","145","10","145","10"
"225885","Jarvis Christian University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","892","132","0","132","0"
"226231","LeTourneau University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","4137","381","74","381","74"
"226587","McMurry University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1585","203","5","202","5"
"227429","Paul Quinn College","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1238","62","0","62","0"
"228042","Schreiner University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1386","193","56","193","56"
"228468","Southwestern Adventist University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","912","142","3","142","3"
"229267","Trinity University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2762","586","99","576","99"
"230816","Bennington College","2023","Title IV postsecondary institution","Vermont","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","948","151","60","151","60"
"230852","Champlain College","2023","Title IV postsecondary institution","Vermont","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","4781","685","283","678","283"
"230889","Goddard College","2023","Title IV postsecondary institution","Vermont","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","409","50","100","50","100"
"230995","Norwich University","2023","Title IV postsecondary institution","Vermont","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","4800","731","312","709","312"
"231059","Saint Michael's College","2023","Title IV postsecondary institution","Vermont","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1945","309","57","309","57"
"231420","Averett University","2023","Title IV postsecondary institution","Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1656","262","75","262","75"
"231554","Bluefield University","2023","Title IV postsecondary institution","Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1171","146","164","146","164"
"231581","Bridgewater College","2023","Title IV postsecondary institution","Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1461","328","26","328","26"
"232089","Ferrum College","2023","Title IV postsecondary institution","Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","989","186","2","186","2"
"232308","Hollins University","2023","Title IV postsecondary institution","Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","992","153","48","150","48"
"233295","Randolph-Macon College","2023","Title IV postsecondary institution","Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1536","329","0","329","0"
"233301","Randolph College","2023","Title IV postsecondary institution","Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","790","92","39","92","39"
"233426","Roanoke College","2023","Title IV postsecondary institution","Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1874","416","0","416","0"
"233718","Sweet Briar College","2023","Title IV postsecondary institution","Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","474","72","3","72","3"
"234173","Virginia Wesleyan University","2023","Title IV postsecondary institution","Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1793","253","38","253","38"
"235422","Heritage University","2023","Title IV postsecondary institution","Washington","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","980","186","29","186","29"
"237136","Appalachian Bible College","2023","Title IV postsecondary institution","West Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","273","38","4","38","4"
"237181","Bethany College","2023","Title IV postsecondary institution","West Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","639","102","9","102","9"
"238476","Carthage College","2023","Title IV postsecondary institution","Wisconsin","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2801","558","59","558","59"
"238980","Lakeland University","2023","Title IV postsecondary institution","Wisconsin","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2905","371","196","371","196"
"239080","Marian University","2023","Title IV postsecondary institution","Wisconsin","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1804","287","87","287","87"
"239318","Milwaukee School of Engineering","2023","Title IV postsecondary institution","Wisconsin","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2808","551","93","547","91"
"239628","Ripon College","2023","Title IV postsecondary institution","Wisconsin","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","775","166","0","166","0"
"239716","Saint Norbert College","2023","Title IV postsecondary institution","Wisconsin","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2323","390","16","390","16"
"240338","Wisconsin Lutheran College","2023","Title IV postsecondary institution","Wisconsin","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1273","186","26","186","26"
"245652","St. John's College","2023","Title IV postsecondary institution","New Mexico","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","547","59","36","59","36"
"245953","Mid-America Christian University","2023","Title IV postsecondary institution","Oklahoma","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2580","264","172","264","172"
"363712","Yeshivah Gedolah Rabbinical College","2023","Title IV postsecondary institution","Florida","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","46","2","0","2","0"
"367884","Hodges University","2023","Title IV postsecondary institution","Florida","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","785","78","60","78","60"
"385619","Everglades University","2023","Title IV postsecondary institution","Florida","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","3072","296","146","296","146"
"399911","Soka University of America","2023","Title IV postsecondary institution","California","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","462","98","4","98","4"
"426314","Embry-Riddle Aeronautical University-Worldwide","2023","Title IV postsecondary institution","Florida","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","17233","1529","1154","1525","1154"
"433387","Western Governors University","2023","Title IV postsecondary institution","Utah","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","236992","23973","22141","23973","22141"
"433536","Herzing University-New Orleans","2023","Title IV postsecondary institution","Louisiana","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","632","52","7","52","7"
"440794","Pillar College","2023","Title IV postsecondary institution","New Jersey","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","723","31","32","31","32"
"443340","Williamson Christian College","2023","Title IV postsecondary institution","Tennessee","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","74","11","2","11","2"
"444398","Baptist University of the Americas","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","120","14","0","14","0"
"445267","Central Methodist University-College of Graduate and Extended Studies","2023","Title IV postsecondary institution","Missouri","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","4557","481","101","481","101"
"446233","Ecclesia College","2023","Title IV postsecondary institution","Arkansas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","186","29","0","29","0"
"447953","SUM Bible College and Theological Seminary","2023","Title IV postsecondary institution","California","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","787","59","31","59","31"
"456481","Polytechnic University of Puerto Rico-Miami","2023","Title IV postsecondary institution","Florida","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","73","5","13","5","12"
"456490","Polytechnic University of Puerto Rico-Orlando","2023","Title IV postsecondary institution","Florida","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","180","21","5","21","5"
"457402","University of Fort Lauderdale","2023","Title IV postsecondary institution","Florida","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","326","7","3","7","3"
"457484","Pacific Rim Christian University","2023","Title IV postsecondary institution","Hawaii","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","180","14","5","13","5"
"457697","City Vision University","2023","Title IV postsecondary institution","Missouri","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","320","20","15","20","15"
"459842","Herzing University-Kenosha","2023","Title IV postsecondary institution","Wisconsin","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1043","157","4","157","4"
"461032","Carolina College of Biblical Studies","2023","Title IV postsecondary institution","North Carolina","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","206","18","9","17","9"
"461759","Simmons College of Kentucky","2023","Title IV postsecondary institution","Kentucky","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","279","13","0","13","0"
"461795","North American University","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1129","42","184","42","184"
"464226","Ottawa University-Surprise","2023","Title IV postsecondary institution","Arizona","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","966","147","30","147","30"
"474863","Los Angeles Pacific University","2023","Title IV postsecondary institution","California","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","3023","237","106","237","106"
"475398","Catholic Distance University","2023","Title IV postsecondary institution","West Virginia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","270","8","17","8","17"
"475608","Criswell College","2023","Title IV postsecondary institution","Texas","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","185","22","7","22","7"
"480569","Florida Institute of Technology-Online","2023","Title IV postsecondary institution","Florida","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","2158","165","232","164","232"
"480985","Midwives College of Utah","2023","Title IV postsecondary institution","Utah","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","385","24","1","24","1"
"486284","Bethany Global University","2023","Title IV postsecondary institution","Minnesota","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","310","54","15","54","15"
"487603","Northwest University-Center for Online and Extended Education","2023","Title IV postsecondary institution","Washington","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1543","142","51","142","51"
"488785","University of Saint Katherine","2023","Title IV postsecondary institution","California","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","273","65","12","65","12"
"490230","Reformed University","2023","Title IV postsecondary institution","Georgia","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","306","8","2","8","2"
"497408","Bridges Christian College","2023","Title IV postsecondary institution","Louisiana","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","64","6","0","6","0"
"497480","Reach University","2023","Title IV postsecondary institution","California","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","1189","11","7","11","7"
